ds,yhat,yhat_lower,yhat_upper
2014-01-01,81.21300425605676,3.6575249865217647,155.75230201426064
2014-01-02,66.0559225387027,-15.067219650895721,145.51517880287528
2014-01-03,74.0428187115757,-1.4146630504836302,152.77945979376767
2014-01-04,117.98172126835998,34.46386961859775,201.24211060712963
2014-01-05,74.1937130754834,-9.51173145257326,153.31034646527712
2014-01-06,47.93293926725932,-30.492756265795588,125.64737346315627
2014-01-07,44.365662281574274,-36.012875871521956,129.35015706721947
2014-01-08,62.51635725087054,-12.708071203040587,146.00061306281523
2014-01-09,51.94023937019338,-25.24875009317838,134.9112418336275
2014-01-10,64.93586877137952,-12.05355951587036,143.06904882972577
2014-01-11,114.1978902911206,35.09961693681158,195.17687602513294
2014-01-12,75.92638502575,-5.144184653359641,159.08593836272973
2014-01-13,55.2495595536659,-26.295229459905965,132.72872270848117
2014-01-14,57.20560243596105,-20.95784678159628,142.45499645199246
2014-01-15,80.69163807923064,3.111685856147943,158.86764923302445
2014-01-16,75.13910490751826,-2.776811197028044,154.4090459507769
2014-01-18,146.04795492065375,66.00743828573114,231.21656747973074
2014-01-19,111.19864751629319,25.93591168193981,186.29003833388137
2014-01-20,93.22607257117392,13.877603435962921,177.24865206490563
2014-01-21,97.10059761672781,20.533962976066256,178.05705076981857
2014-01-22,121.66860229151393,42.65682389643521,203.9846085287959
2014-01-23,116.32902197909607,37.81898554840272,193.26468223613907
2014-01-24,133.24948828889308,53.56499534912761,212.5360791321751
2014-01-25,185.02204294257479,102.98040020374343,265.37219156409316
2014-01-26,147.77483384647107,71.36850822783994,228.84253701867132
2014-01-27,126.59646541462006,49.43170502812434,206.65471803569883
2014-01-28,126.5187945178886,45.50930817421129,207.35792843609616
2014-01-29,146.46608038422818,66.61795808407659,222.48889588434903
2014-01-30,135.92981064686563,54.70441697637859,213.01351537226228
2014-01-31,147.18279672636353,69.01606803198747,227.57112820775058
2014-02-01,192.9325619064604,114.754388666411,275.59376514321264
2014-02-02,149.43048407337938,67.92161113204845,231.21639750399268
2014-02-03,121.89342355131265,40.257310805997164,207.560358085935
2014-02-04,115.48368956939224,41.21146043162404,192.26660630677566
2014-02-05,129.2553181977515,48.03635744643831,208.10010074974633
2014-02-06,112.82604929839644,32.47042651812681,189.2050632599204
2014-02-07,118.58866034684863,33.774347846086286,194.48814015998784
2014-02-08,159.36174295697543,83.62970235417977,239.21426176312985
2014-02-09,111.49644292186629,29.253343469356242,187.695131965491
2014-02-12,82.69781731560334,1.5168987884758787,165.13913027104007
2014-02-13,65.06272729299917,-16.821730385741926,143.19628750809994
2014-02-14,70.49905716279412,-9.382850634983416,148.33955972608516
2014-02-15,111.82451462794624,30.07576448893484,192.61296511338102
2014-02-16,65.3707039813776,-18.65252940840693,149.14093241429546
2014-02-17,36.40318230417682,-45.788330026766154,117.01669965452626
2014-02-18,30.100566178019236,-54.281737817611685,109.96661175596262
2014-02-19,45.500677299012594,-36.177667294125435,125.53960787278795
2014-02-20,32.17311328239142,-46.47284188544672,108.98561731987716
2014-02-21,42.43188356732243,-40.62839952691654,123.70595703743362
2014-02-22,88.98816211727508,6.463902132784707,169.3965199107363
2014-02-23,48.0596282801816,-29.48044053198035,127.14300042300532
2014-02-24,24.79311656428704,-55.75473037198775,103.0195362229536
2014-02-25,24.24640043236114,-53.738189684576355,103.59764517654601
2014-02-26,45.33703653927238,-39.71199448897514,120.2924814813878
2014-02-27,37.51759372490794,-43.554700552688594,123.553799578149
2014-02-28,52.990846143286966,-22.84862320343545,132.65407379285912
2014-03-01,104.36492453694201,24.659503201820943,182.77371592937942
2014-03-02,67.76484353506096,-11.325995900223639,147.95631719793275
2014-03-03,48.25707762526405,-28.5450651812858,133.65530306683738
2014-03-05,74.35886161249338,-1.5712007323602888,162.93615738590245
2014-03-06,68.25225336980137,-19.589506190458195,146.19961318511346
2014-03-07,84.69753902752063,7.004413894583337,166.73380132494896
2014-03-08,136.30131888754408,58.83713606460213,215.53789956269424
2014-03-09,99.20369826588157,23.069693238239516,180.49000389771678
2014-03-10,78.5022580554982,0.04796504221498551,153.6302053783704
2014-03-11,79.23449865558031,-1.8563518210671337,158.20085461468597
2014-03-12,100.3266761341746,22.951581393632406,187.3587973544106
2014-03-13,91.26836298011402,12.41323180751562,172.01689124213874
2014-03-14,104.32633612581566,20.88937369861599,183.13465128791353
2014-03-16,111.1195826114559,31.781960149800394,191.75959415989306
2014-03-17,86.2895345584399,2.6335666508455486,166.1995787151922
2014-03-18,82.84683234553209,3.0269224516913167,164.48385161003742
2014-03-19,99.81831715419179,24.914212930007203,181.5866444724207
2014-03-20,86.79076299224486,8.593807604049813,162.41770686536583
2014-03-21,96.1225612960003,18.232839741516898,176.47093621322054
2014-03-22,140.5949277703642,60.9838352876053,224.22858042938515
2014-03-23,96.51914602563359,19.06603408415979,179.76045288296538
2014-03-24,69.15662402275105,-7.115788402444634,150.07036251128315
2014-03-25,63.69765434041676,-13.746918520228471,143.7996046649096
2014-03-26,79.20687960815896,-5.888989295306261,160.03166732079785
2014-03-27,65.29486950805101,-12.014230371472452,146.47556626850584
2014-03-28,74.32947600345979,-7.958148598524347,150.82740719487478
2014-03-29,119.08705120343853,35.640487314482705,198.50842203480482
2014-03-30,75.86003709728061,-6.143825272653198,156.25984026912184
2014-03-31,49.87769005954321,-25.43135953273109,129.04949912588847
2014-04-01,46.285810627862055,-30.681747027747786,119.76711063844846
2014-04-02,64.09345260910082,-12.547639567728995,144.6137635269506
2014-04-03,52.84598458585237,-24.09460580001617,141.16370548290962
2014-04-04,64.83813199171388,-16.572506382778453,145.14486591585757
2014-04-05,112.76704150121029,38.619901290847565,195.13028453549137
2014-04-06,72.84183122539577,-7.409668813176307,150.11240732552687
2014-04-07,50.20634188799661,-31.295796471433203,129.4577887741185
2014-04-08,49.92091098997428,-31.110126704692817,129.3610288251401
2014-04-09,70.91109586689805,1.8234069902173295,150.08611193358166
2014-04-10,62.64267207460025,-17.823722794251985,142.1944269061688
2014-04-11,77.33649121330072,-4.381836332486395,153.18750078221123
2014-04-12,127.62319946467177,48.732139161408895,210.77756422516973
2014-04-13,89.65424434656781,9.924317944328573,169.42957231602693
2014-04-14,68.5258541361163,-8.729296896029375,147.98621779383504
2014-04-15,69.26178714196718,-6.858087806877735,152.3485510163751
2014-04-16,90.76275829145925,11.237587908209788,171.79530512468594
2014-04-17,82.48185773500873,0.4883139522482169,162.68947480366845
2014-04-18,96.63954071287749,14.8261421826738,178.3413404813483
2014-04-19,145.8781919509409,62.326418882515014,227.6381811624807
2014-04-20,106.37270076258936,30.46929929059157,182.22378965134936
2014-04-21,83.25374633616534,4.913077607880915,169.45303969822442
2014-04-22,81.58961128996577,-6.506807779339196,160.89015222075443
2014-04-23,100.33445713252854,20.83836221864992,182.36344995462443
2014-04-24,89.00240704390586,10.090163278284919,162.83640117023597
2014-04-25,99.88104967004494,24.815139198468483,184.27016639170964
2014-04-26,145.68440446410335,66.32377234847823,226.31460760745694
2014-04-27,102.66182394956974,22.468779730236314,184.82574636538916
2014-04-28,76.01957246496976,-3.3431656662037232,153.2501356494442
2014-04-29,70.9009395466503,-3.6535796997368952,152.3129394444596
2014-04-30,86.3328606533298,6.43658276737049,169.71380699019454
2014-05-01,71.89842782687685,-3.5286682437980734,153.01704979814895
2014-05-02,79.94893841539351,1.3394502821677072,157.61699464219683
2014-05-03,123.25555335054567,46.4360153750271,202.42003665175372
2014-05-04,78.11706712941815,-7.7569499218095155,158.96974278096047
2014-05-05,49.78055118323141,-26.66729025467242,124.46684482201826
2014-05-06,43.420745774379576,-42.55528570252053,128.66270793566304
2014-05-07,58.08618472334487,-20.96120771927065,146.30303687517795
2014-05-08,43.37144161096785,-38.09196613053602,127.83430669459179
2014-05-09,51.62914607321496,-26.90525199142631,128.12206350942645
2014-05-10,95.62183673473692,15.152373101475687,175.9134828615798
2014-05-11,51.63014279245397,-28.304048992165022,133.85043123346827
2014-05-12,24.874040976713214,-53.48077751281131,105.75037217051612
2014-05-13,20.493043719822335,-60.13220144322135,105.85887335007453
2014-05-14,37.49327975242586,-42.926912241886306,113.67853627906383
2014-05-15,25.420829548644463,-52.0944999393758,101.80942025406418
2014-05-16,36.57493559003689,-44.84112465626964,114.49503660517598
2014-05-17,83.66112365499494,-3.250140920571103,161.7984504511379
2014-05-18,42.90069589605867,-36.397581309515296,119.63401069725144
